,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19830728,-1.36,-1.04,-1.27,-1.94,-1.49,-1.61
19830729,-1.6,-1.48,-1.57,-1.29,-1.44,-1.31
19830801,-1.28,-0.91,-0.99,-0.45,-0.35,-0.31
19830802,-0.27,-0.11,-0.11,-0.17,0.07,0.03
19830803,-0.07,-0.07,-0.01,0.43,0.94,0.49
19830804,-1.16,-1.07,-1.18,-1.58,-1.06,-1.08
19830805,0.46,0.09,0.33,-0.05,0.46,0.26
19830808,-1.49,-1.33,-1.51,-1.93,-1.33,-1.48
19830809,-0.4,-0.52,-0.67,0.33,0.68,0.42
19830810,0.85,0.43,0.73,0.62,0.91,0.86
19830811,0.09,0.42,0.36,0.22,-0.03,0.19
19830812,0.51,0.56,0.64,0.73,0.64,0.45
19830815,0.55,0.75,0.78,0.84,0.79,1.01
19830816,-0.61,-0.27,-0.46,-0.53,-0.25,-0.22
19830817,0.56,0.56,0.45,1.26,1.01,0.93
19830818,-0.27,-0.12,-0.03,-0.8,-0.88,-0.89
19830819,0.05,0,0.04,-0.04,0.27,0.24
19830822,-0.15,0.14,0.08,0.31,0.15,-0.1
19830823,-0.95,-0.64,-0.74,-0.87,-0.76,-1.33
19830824,-0.75,-0.73,-0.88,-0.57,-0.91,-0.97
19830825,-0.61,-0.49,-0.63,-0.3,-0.4,0.02
19830826,0.25,0.33,0.05,1.1,0.75,0.67
19830829,-0.39,-0.4,-0.35,0.13,0.02,0.11
19830830,0.16,0.25,0.29,0.5,0.3,0.01
19830831,0.62,0.69,0.72,1.33,1.06,1.07
19830901,0.23,0.38,0.39,0.17,-0.17,0
19830902,0.76,0.53,0.68,0.96,0.51,0.6
19830906,1.18,1.07,1.13,1.94,1.43,1.68
19830907,0.22,0.27,0.38,0.03,0.16,-0.04
19830908,0.17,0.29,0.48,0.21,-0.06,-0.17
19830909,0.12,0.34,0.23,-0.05,-0.15,-0.36
19830912,-0.54,-0.25,-0.28,-0.48,-0.94,-1.05
19830913,-0.84,-0.56,-0.74,-0.72,-0.41,-0.54
19830914,0.07,0.27,-0.02,0.32,0.26,0.39
19830915,-0.4,0.02,-0.46,-0.56,-0.32,-0.53
19830916,0.33,0.37,0.32,1.03,0.82,1.26
19830919,0.79,1.11,1.08,1.21,0.96,1.13
19830920,0.27,0.33,0.31,0.93,0.77,0.91
19830921,-0.34,-0.02,-0.2,-0.47,-0.3,-0.46
19830922,0.37,0.41,0.33,0.68,0.76,0.97
19830923,-0.27,-0.07,-0.01,-0.03,-0.14,-0.14
19830926,-0.04,0.18,0.12,0.12,0.09,0.27
19830927,-1.19,-0.53,-0.8,-1.25,-0.79,-0.72
19830928,-0.5,-0.18,-0.32,-0.52,-0.06,-0.28
19830929,-0.33,-0.08,-0.08,-0.6,-0.27,-0.44
19830930,-0.76,-0.37,-0.49,-0.86,-0.55,-0.71
19831003,-0.69,-0.6,-0.6,-0.3,-0.11,-0.12
19831004,0.03,0.01,-0.01,1.05,0.2,0.19
19831005,0.46,0.29,-0.08,0.92,0.65,0.95
19831006,0.5,0.51,0.54,1.58,1.34,1.53
19831007,0.2,0.35,0.31,0.48,0.15,0.43
19831010,0.29,0.34,0.04,0.53,0.98,0.94
19831011,-0.64,-0.36,-0.37,-1.42,-1.25,-1.15
19831012,-0.8,-0.6,-0.73,-1.15,-0.25,-0.61
19831013,-0.3,-0.26,-0.45,0,0.09,0.05
19831014,0.16,0.03,-0.13,0.29,0.11,-0.1
19831017,-0.18,0.1,-0.17,0.47,0.24,-0.03
19831018,-1.77,-1.11,-1.29,-1.67,-1.36,-1.75
19831019,-1.3,-1.04,-1.49,-0.54,-0.89,-0.48
19831020,0.14,0.32,0.13,0.59,0.12,0.16
19831021,-0.45,-0.47,-0.39,-0.55,-0.68,-0.81
19831024,-0.88,-0.83,-0.82,0.12,-0.15,0.2
19831025,0.08,0.2,0.06,0.36,0.29,0.3
19831026,-0.59,-0.18,-0.14,-0.47,-0.53,-0.57
19831027,-0.4,-0.23,-0.38,-0.29,-0.27,-0.28
19831028,-0.26,-0.6,-0.61,-0.82,-0.77,-0.82
19831031,-0.49,-0.25,-0.56,-0.09,0.27,-0.25
19831101,-0.83,-0.37,-0.32,0.11,-0.02,0.32
19831102,0.42,0.61,0.59,0.89,0.85,0.83
19831103,-0.12,0.15,-0.01,-0.6,-0.58,-0.85
19831104,-0.36,-0.37,-0.51,-0.56,-0.49,-0.68
19831107,-0.51,-0.44,-0.58,-0.17,-0.38,-0.42
19831108,-0.4,-0.34,-0.32,-0.22,-0.21,-0.04
19831109,0.53,0.45,0.26,1.14,1.34,1.16
19831110,0.59,0.4,0.65,0.09,0.31,0.45
19831111,1.27,0.98,1.23,1.32,0.98,1.49
19831114,0.81,0.85,0.76,0.33,0.22,0.55
19831115,-0.08,0.14,0.14,-0.53,-0.56,-0.8
19831116,0.24,0.51,0.25,0.56,0.39,0.51
19831117,0.53,0.31,0.45,0.24,0.1,-0.17
19831118,0.08,0.25,0.1,0.02,-0.6,-0.52
19831121,0.31,0.38,0.53,0.8,0.48,0.54
19831122,0.36,0.45,0.43,0.77,0.51,0.19
19831123,0.15,0.27,0.22,-0.41,0.35,-0.16
19831125,0.32,0.22,0.3,0.12,0.24,0.19
19831128,-0.32,-0.2,-0.09,-0.43,-0.38,-0.37
19831129,0.82,0.51,0.47,1.09,0.48,0.92
19831130,-0.04,0.01,0.14,-0.25,-0.84,-0.99
19831201,0.1,-0.01,-0.01,-0.15,0.07,0.13
19831202,-0.47,-0.39,-0.32,-0.62,-0.62,-0.71
19831205,-0.21,-0.04,-0.31,0.2,0.16,0.04
19831206,-0.13,0.07,-0.13,-0.12,-0.17,-0.14
19831207,0.12,0.1,0.07,0.5,0.04,0.44
19831208,-0.45,-0.38,-0.45,-0.65,-0.38,-0.4
19831209,0.09,0.09,-0.07,-0.3,-0.05,0.3
19831212,-0.24,-0.04,-0.04,-0.01,0.06,0.53
19831213,-0.33,-0.1,-0.24,-0.31,-0.31,-0.49
19831214,-0.93,-0.59,-0.61,-1.12,-0.96,-0.97
19831215,-0.41,-0.44,-0.45,-1.18,-0.94,-0.74
19831216,0.23,0.06,-0.08,0.18,0.41,0.47
19831219,-0.26,-0.24,-0.24,0.13,-0.03,0.03
19831220,-0.36,-0.29,-0.37,-0.03,-0.3,-0.14
19831221,0.21,0.3,0.35,0.94,0.85,0.78
19831222,0.24,-0.07,0.19,-0.81,-0.13,-0.04
19831223,0.17,0.02,0.02,0.15,-0.21,0.18
19831227,0.01,0.2,0.16,0.72,0.8,0.85
19831228,-0.17,-0.14,0.04,-0.14,0.35,0.52
19831229,0.15,0.03,0.2,-0.1,-0.17,-0.23
19831230,0.7,0.57,0.67,0.3,0.2,-0.03
19840103,0.06,-0.11,-0.06,-0.51,-0.6,-0.43
19840104,1.32,0.9,0.93,1.92,1.53,1.56
19840105,1.32,1.19,1.21,1.96,1.36,0.94
19840106,1.16,0.72,0.87,0.62,0.55,0.02
19840109,0.23,0.13,0.04,-0.25,-0.18,-0.07
19840110,0.09,-0.03,0.08,-0.49,-0.37,-0.54
19840111,0.11,0.04,-0.07,-0.24,0.03,-0.18
19840112,0.13,0.16,0.31,0.12,-0.01,-0.26
19840113,0.01,-0.13,-0.39,-0.49,-0.3,-0.43
19840116,-0.07,-0.08,-0.09,-0.77,0.18,0.21
19840117,0.24,0.08,0.16,0.52,0.37,0.26
19840118,0.15,0.01,-0.03,-0.41,-0.24,0
19840119,-0.1,-0.22,-0.11,-0.44,-0.21,-0.45
19840120,-0.53,-0.32,-0.51,-1.03,-0.3,-0.74
19840123,-1.19,-0.98,-1.19,-1.04,-0.58,-1.02
19840124,-0.16,-0.08,-0.23,-0.1,0.87,0.35
19840125,-0.41,-0.23,-0.12,-0.76,-0.49,-0.66
19840126,-0.34,-0.41,-0.52,-0.21,-0.44,-0.54
19840127,-0.52,-0.57,-0.59,-0.38,-0.01,-0.06
19840130,-1.26,-1.12,-1.34,-1.09,-0.57,-0.78
19840131,-0.41,-0.46,-0.54,0.39,0.25,0.2
19840201,-0.78,-0.38,-0.57,-0.65,-0.33,-0.4
19840202,-0.22,0.12,-0.05,0.41,0.67,0.1
19840203,-0.77,-0.7,-0.69,-1.49,-1.18,-1.58
19840206,-1.87,-1.55,-1.92,-2,-1.49,-1.55
19840207,-0.61,-0.61,-1.02,0.23,0.17,0.57
19840208,-1.42,-0.99,-1.17,-2.37,-1.51,-1.97
19840209,-1.15,-1.18,-1.17,-0.26,-0.47,-0.22
19840210,0.61,0.28,0.6,0.58,0.31,0.82
19840213,-1.33,-1.05,-1.04,-0.93,-0.87,-0.86
19840214,0.63,0.48,0.55,1.55,0.85,1.03
19840215,-0.05,0.24,0.31,-0.45,-0.05,-0.15
19840216,-0.24,-0.22,-0.31,-0.2,-0.21,-0.04
19840217,0.06,0.01,-0.11,-0.83,-0.31,0.07
19840221,-0.65,-0.71,-0.48,-0.81,-0.77,-0.64
19840222,-0.09,-0.23,-0.11,-0.53,0.09,-0.53
19840223,-0.48,-0.63,-0.81,-0.23,-0.07,0.07
19840224,1.56,1.41,1.5,2.57,1.99,2.24
19840227,1.12,1.29,1.05,1.36,1.32,1.09
19840228,-0.67,-0.72,-0.71,-1.69,-1.48,-1.59
19840229,0.49,0.38,0.34,0.24,0.25,0.11
19840301,0.5,0.42,0.56,0.8,0.83,0.63
19840302,0.86,0.65,0.85,0.88,0.66,0.68
19840305,-0.3,-0.24,-0.51,-0.68,-0.59,-0.9
19840306,-0.45,-0.54,-0.39,-0.56,-1.58,-1.09
19840307,-0.94,-0.99,-1.01,-0.96,-1.05,-1.11
19840308,0.42,0.13,0.13,0.43,0.32,0.36
19840309,-0.29,-0.22,-0.21,-0.61,-0.29,-0.62
19840312,0.24,0.33,0.11,1.5,1.1,1.2
19840313,0.49,0.64,0.75,0.83,0.17,0.38
19840314,-0.09,0.02,-0.03,-0.05,-0.15,-0.02
19840315,0.31,0.46,0.26,0.26,0.34,0.53
19840316,0.77,0.8,1,1.22,1.3,1.1
19840319,-0.75,-0.78,-0.66,-1.01,-0.83,-0.93
19840320,0.37,0.21,0.37,0.71,0.53,0.72
19840321,0.24,0.16,0.04,0.11,-0.34,-0.32
19840322,-0.75,-0.48,-0.51,-1.37,-1.29,-1.02
19840323,-0.27,-0.24,-0.26,0.1,-0.02,-0.21
19840326,-0.3,-0.22,-0.2,0.01,0.35,-0.15
19840327,-0.14,0,-0.11,0.11,0.28,0.56
19840328,0.68,0.6,0.58,2.11,1.36,1.62
19840329,0.31,0.15,0.24,0.01,-0.27,-0.1
19840330,0.06,0.1,0.13,-0.55,-0.16,0.02
19840402,-0.43,-0.35,-0.21,-0.88,-0.57,-0.75
19840403,-0.32,-0.17,-0.4,-0.81,-0.05,-0.32
19840404,-0.29,-0.2,-0.04,-0.06,0.19,-0.14
19840405,-1.31,-0.79,-0.87,-2.23,-1.46,-1.52
19840406,-0.61,-0.54,-0.62,-0.06,0.28,0.26
19840409,-0.51,-0.26,-0.18,0.11,0.02,0.03
19840410,0.07,0.15,-0.07,0.35,0.36,0.22
19840411,-0.46,-0.18,-0.37,-1.01,-0.22,-0.66
19840412,0.45,0.46,0.39,1.71,1.49,1.84
19840413,0.35,0.4,0.62,-0.48,-0.29,0.01
19840416,-0.02,0.2,-0.08,0.47,0.74,0.57
19840417,0.46,0.42,0.6,0.82,0.17,0.4
19840418,-0.11,-0.15,0.05,-0.71,-0.62,-0.65
19840419,0.03,0.06,0.05,-0.04,0.04,0.12
19840423,-0.49,-0.58,-0.42,-1.02,-0.65,-0.76
19840424,0.2,0.21,0.1,0.22,0.79,0.67
19840425,-0.03,0.27,0.36,0.05,0.22,0.51
19840426,0.73,0.71,0.84,0.8,1.23,1.15
19840427,0.21,0.15,0.35,-0.46,0.11,-0.16
19840430,-0.03,0.12,0.28,0.05,0.21,0.12
19840501,0.61,0.73,0.83,1.45,1.05,1.1
19840502,0.98,0.63,0.91,0.32,0.26,0.34
19840503,0.22,0.3,0.27,-0.55,-0.29,-0.37
19840504,-0.62,-0.39,-0.41,-1.45,-0.83,-1.12
19840507,-0.02,0.14,-0.07,0.15,-0.03,0.41
19840508,0.3,0.24,0.36,0.59,0.89,0.74
19840509,-0.39,-0.11,-0.06,-0.63,-0.01,-0.18
19840510,0.15,-0.02,0.03,-0.06,-0.28,-0.09
19840511,-0.62,-0.72,-0.82,-1.05,-0.77,-0.91
19840514,-0.83,-0.31,-0.53,-0.81,-0.74,-0.35
19840515,-0.21,-0.03,-0.01,0.06,0.43,0.44
19840516,-0.16,0.11,0.04,-0.27,0.01,-0.04
19840517,-0.88,-0.7,-0.73,-1.26,-0.94,-0.91
19840518,-0.61,-0.43,-0.61,-0.86,-0.58,-0.46
19840521,-0.62,-0.57,-0.63,-0.62,-0.42,-0.69
19840522,-1.07,-0.73,-0.86,-0.7,-0.74,-0.5
19840523,-0.41,-0.45,-0.42,-0.36,-0.2,-0.59
19840524,-1.56,-1.64,-1.51,-1.17,-1.5,-1.22
19840525,-0.07,-0.07,-0.19,0.21,0.43,0.23
19840529,-0.82,-0.64,-0.68,-1.03,-0.82,-0.69
19840530,-0.18,-0.28,-0.27,0.34,-0.14,0.2
19840531,0.31,0.26,0.37,0.01,0.13,0.44
19840601,1.21,1.03,1.24,1.98,1.73,1.57
19840604,0.89,0.94,1.11,1.03,0.68,0.91
19840605,-0.26,-0.03,0.01,-0.53,-0.3,-0.47
19840606,0.26,0.49,0.37,0.51,0.56,1.01
19840607,0.38,0.18,0.37,-0.38,0,0.14
19840608,0.12,0.16,0.15,-0.11,0.21,0.11
19840611,-0.94,-0.48,-0.57,-1.87,-0.96,-1.14
19840612,-0.46,-0.27,-0.24,-0.66,-0.1,-0.43
19840613,-0.06,0.06,0.09,-0.04,-0.15,0
19840614,-0.61,-0.51,-0.51,-1.19,-0.9,-1.28
19840615,-0.33,-0.44,-0.01,-0.74,-0.23,-0.74
19840618,0.57,0.24,0.37,1.63,1.67,1.78
19840619,0.41,0.43,0.52,0.31,0.65,0.68
19840620,0.2,0.21,-0.01,1.14,1.35,1.78
19840621,0.2,0.27,0.45,0.11,-0.3,0
19840622,0.41,0.19,0.51,0.07,0.07,0.01
19840625,-0.16,-0.09,0.3,-0.27,-0.26,-0.12
19840626,-0.62,-0.41,-0.46,-0.95,-0.86,-0.79
19840627,-0.63,-0.22,-0.54,-0.83,-0.41,-0.75
19840628,0.36,0.44,0.42,0.76,0.77,0.88
19840629,0.4,0.53,0.59,0.08,0.5,0.24
19840702,-0.48,-0.34,-0.19,-0.26,-0.02,-0.05
19840703,0.24,0.33,0.29,0.23,0.3,0.48
19840705,-0.38,-0.2,-0.19,-0.96,-0.56,-0.36
19840706,-0.53,-0.38,-0.27,-0.34,-0.4,-0.3
19840709,-0.2,-0.09,-0.24,0.56,0.64,0.81
19840710,-0.11,0.11,0.16,-0.56,-0.39,-0.25
19840711,-0.81,-0.58,-0.6,-2.02,-1.39,-1.32
19840712,-0.78,-0.55,-0.3,-0.22,-0.51,-0.33
19840713,0.21,0.35,0.29,0.26,0.68,0.37
19840716,-0.59,-0.21,-0.31,-0.01,0.24,0.63
19840717,0.13,0.23,0.11,0,0.48,0.53
19840718,-0.63,-0.32,-0.48,-0.58,-0.42,-0.67
19840719,-0.69,-0.41,-0.45,-1.08,-0.81,-0.45
19840720,-0.78,-0.74,-0.49,-0.57,-0.45,-0.64
19840723,-1.43,-1.14,-0.94,-0.32,-0.51,-0.63
19840724,-0.96,-0.61,-0.72,-0.67,-0.71,-0.64
19840725,-0.27,-0.25,-0.16,0.36,0.5,0.66
19840726,0.54,0.41,0.55,1.11,0.78,1.01
19840727,0.86,0.77,0.89,1.34,0.92,0.67
19840730,-0.35,-0.19,-0.06,-0.21,-0.39,-0.62
19840731,0.08,0.22,0.42,0.29,0.17,0.45
19840801,1.58,1.5,1.53,2.39,2.23,2.09
19840802,2.4,2.11,2.33,3.47,2.48,2.15
19840803,3.36,2.74,2.85,3.23,2.59,3.15
19840806,0.73,1.1,1.72,-0.3,0.34,0.68
19840807,-0.01,0.02,0,-0.58,0.09,0.43
19840808,-0.49,-0.24,-0.25,-0.77,-0.29,-0.69
19840809,1.21,1.11,1.23,2.59,2,2.34
19840810,0.59,0.78,0.71,0.62,0.24,-0.06
19840813,-0.43,-0.21,-0.31,0.07,-0.07,-0.09
19840814,-0.32,-0.04,0.03,-0.29,-0.59,-0.68
19840815,-0.25,-0.41,-0.43,-0.68,-1.02,-0.76
19840816,0.23,0.41,0.3,0.59,0.72,0.44
19840817,0.18,0.17,-0.1,0.36,0.03,0.1
19840820,-0.14,-0.08,-0.12,0.55,0.45,0.41
19840821,1.26,0.95,1.1,1.72,1.5,1.8
19840822,0.12,0.03,0.19,-0.16,-0.45,-0.4
19840823,0.14,0.11,0.24,0,0.19,0.04
19840824,0.36,0.53,0.18,0.21,0.14,0.27
19840827,-0.47,-0.45,-0.27,-0.76,-0.49,-0.52
19840828,0.5,0.28,0.25,0.53,0.72,0.43
19840829,0.28,0.19,0.13,-0.13,0.05,-0.28
19840830,-0.02,0.14,-0.14,-0.38,-0.44,-0.23
19840831,0.21,0.23,0.14,0.03,0.09,0.1
19840904,-0.79,-0.53,-0.52,-0.9,-1.01,-0.89
19840905,-0.36,-0.25,-0.19,-0.47,-0.3,-0.31
19840906,0.31,0.43,0.55,0.69,0.75,0.89
19840907,-0.19,-0.22,-0.22,-0.69,-0.65,-0.72
19840910,-0.49,-0.33,-0.18,-0.03,-0.15,0.13
19840911,0.3,0.37,0.36,0.06,0.26,0.22
19840912,-0.01,-0.16,-0.07,-0.04,-0.11,0.11
19840913,0.81,0.6,0.8,1.58,1.65,2.07
19840914,0.55,0.8,0.88,0.65,0.65,0.53
19840917,-0.08,-0.05,-0.13,0.2,-0.02,0.27
19840918,-0.32,-0.17,-0.3,-0.5,-0.71,-0.67
19840919,-0.28,-0.11,-0.22,-0.71,-0.48,-0.39
19840920,0.08,0.01,-0.07,0.24,0.45,0.25
19840921,0,-0.02,-0.02,-0.5,-0.98,-1.13
19840924,-0.6,-0.35,-0.6,-0.45,-0.05,-0.38
19840925,-0.49,-0.34,-0.3,-0.18,0.14,0.34
19840926,0.06,0.14,0.01,0,0.31,0.5
19840927,-0.12,0.21,0.31,0.62,0.36,0.25
19840928,-0.18,0.06,-0.11,-0.3,-0.3,-0.7
19841001,-0.93,-0.74,-0.63,-0.79,-0.89,-0.75
19841002,-0.69,-0.44,-0.47,-0.68,-0.76,-0.66
19841003,-0.59,-0.45,-0.7,-0.66,-0.69,-0.65
19841004,0.18,0.07,0.08,0.17,0.28,0.19
19841005,0.21,0.11,0.34,0.27,-0.21,-0.18
19841008,-0.24,-0.31,-0.35,-0.35,-0.37,-0.35
19841009,-0.28,-0.24,-0.14,0,-0.18,-0.23
19841010,-0.35,-0.03,-0.24,0.42,0.15,0.34
19841011,0.59,0.39,0.4,0.54,0.4,0.49
19841012,0.63,0.47,0.59,0.8,0.93,0.89
19841015,0.44,0.33,0.24,0.67,0.81,1.04
19841016,-0.07,-0.04,0.07,-0.32,-0.62,-0.44
19841017,-0.08,-0.05,0.08,-0.16,-0.2,-0.51
19841018,0.7,0.79,1.06,2.33,2.19,2.22
19841019,0.34,0.54,0.63,0.17,0.12,-0.02
19841022,-0.21,-0.05,-0.16,-0.1,-0.6,-0.24
19841023,-0.34,0.06,0.12,-0.32,-0.06,-0.02
19841024,-0.12,-0.1,-0.14,0.05,0.09,0.12
19841025,-0.68,-0.43,-0.32,-0.92,-0.5,-0.55
19841026,-0.81,-0.5,-0.48,-0.9,-0.65,-0.53
19841029,-0.44,-0.37,-0.34,-0.18,-0.33,-0.27
19841030,0.5,0.29,0.28,1.22,1.17,1.34
19841031,-0.29,-0.13,-0.13,-0.28,-0.36,-0.35
19841101,0.29,0.26,0.4,0.85,0.75,0.86
19841102,0.18,0.19,0.2,0.3,0.04,0.09
19841105,0.22,0.34,0.34,0.83,0.8,0.64
19841106,0.65,0.68,0.58,1.26,1.11,0.95
19841107,-0.42,-0.32,-0.48,-0.5,-0.75,-0.71
19841108,-0.03,-0.24,0.04,0.06,-0.15,-0.33
19841109,0.13,0.13,0.09,-0.51,-0.35,-0.69
19841112,-0.31,-0.21,-0.17,-0.19,-0.19,-0.1
19841113,-0.65,-0.45,-0.25,-0.94,-0.81,-0.71
19841114,-0.46,-0.17,-0.19,-0.46,-0.07,0.15
19841115,-0.51,-0.33,-0.24,-0.57,0.07,-0.05
19841116,-0.87,-0.44,-0.41,-0.93,-0.86,-1.06
19841119,-1.01,-0.87,-0.9,-0.77,-0.59,-0.74
19841120,-0.18,0,-0.04,0.72,0.54,0.56
19841121,0.05,-0.04,0.02,0.56,0.27,0.16
19841123,0.94,0.72,0.89,1.56,1.23,1.47
19841126,-0.5,-0.18,-0.03,-0.36,-0.74,-0.71
19841127,-0.21,0.2,0.13,0.7,0.58,0.51
19841128,-0.56,-0.24,-0.34,-0.6,-0.67,-0.86
19841129,-0.67,-0.42,-0.46,-0.86,-0.49,-0.78
19841130,-0.38,-0.34,-0.28,-0.21,-0.19,-0.21
19841203,-0.73,-0.39,-0.45,-0.68,-0.46,-0.34
19841204,-0.17,0.08,-0.01,-0.03,0.21,0.44
19841205,-1.04,-0.82,-0.67,-0.64,-0.6,-0.79
19841206,-0.12,-0.02,0.01,0.31,0.26,0.46
19841207,-0.01,-0.11,-0.04,-0.3,-0.16,-0.21
19841210,0.01,-0.05,0.07,0.1,0.33,0.45
19841211,0.06,0.14,0.15,0.33,0.2,0.24
19841212,-0.08,-0.01,0.07,-0.36,-0.28,-0.13
19841213,-0.33,-0.08,-0.03,-0.3,-0.55,-0.42
19841214,0.3,0.43,0.21,0.36,0.37,0.77
19841217,-0.59,0.14,0.15,0.43,0.71,0.53
19841218,1.69,1.41,1.73,2.94,2.29,2.74
19841219,0.37,0.57,0.6,-0.03,-0.28,-0.57
19841220,-0.27,-0.06,-0.01,-0.48,-0.46,-0.4
19841221,-0.33,-0.06,-0.15,-0.46,-0.35,-0.33
19841224,1.12,0.53,0.56,0.79,1.05,0.41
19841226,-0.12,0.09,0,-0.01,-0.23,-0.1
19841227,-0.23,-0.21,-0.24,-0.34,-0.41,-0.54
19841228,0.29,0.15,0.23,0.44,0.12,0.33
19841231,0.91,0.59,0.54,0.56,0.54,0.29
19850102,-0.41,-0.35,-0.22,-0.76,-1.06,-1.17
19850103,0.14,0.08,-0.12,-0.22,-0.3,-0.51
19850104,0.12,-0.28,-0.07,-0.38,-0.49,-0.49
19850107,0.21,0.11,0.07,0.13,0.37,0.36
19850108,0.12,0.16,0.19,-0.33,0.05,0.02
19850109,0.66,0.55,0.52,0.49,0.69,0.74
19850110,1.37,1.18,1.09,1.82,1.75,2
19850111,0.34,0.43,0.46,0.17,-0.18,-0.07
19850114,1.37,1.2,1.35,1.36,1.6,1.49
19850115,0.8,0.78,0.67,0.34,0.15,0.23
19850116,0.95,0.69,0.78,0.61,0.22,0.43
19850117,0.47,0.54,0.46,-0.18,-0.15,-0.27
19850118,0.68,0.44,0.63,0.35,0.27,0.3
19850121,1.56,1.37,1.27,1.84,2.13,2.37
19850122,0.29,0.4,0.64,0.15,0.02,0.34
19850123,1.13,0.71,0.9,1.03,1.03,1.14
19850124,0.28,0.32,0.47,-0.21,-0.24,-0.22
19850125,0.68,0.33,0.53,0.72,0.41,0.17
19850128,0.46,0.49,0.6,0.14,0,0.13
19850129,0.64,0.46,0.54,1,0.73,1.07
19850130,0.61,0.72,0.58,0.11,0.14,0.19
19850131,0.27,0.21,0.01,0.3,0.15,-0.12
19850201,-0.02,-0.21,-0.19,-0.4,-0.59,-0.37
19850204,0.89,0.6,0.64,0.98,1.07,1.2
19850205,0.8,0.66,0.69,0.49,0.33,0.1
19850206,0.7,0.52,0.64,-0.02,-0.09,0
19850207,0.88,0.91,0.9,0.72,0.78,0.88
19850208,0.5,0.49,0.43,0.06,0.17,0.39
19850211,-0.28,-0.37,-0.39,-0.93,-0.74,-0.99
19850212,-0.04,0.06,0.02,-0.08,-0.07,-0.02
19850213,0.83,0.73,0.88,1.26,1.55,1.53
19850214,-0.16,0.09,0.27,-0.55,-0.35,-0.34
19850215,-0.36,-0.18,-0.12,-0.28,-0.53,-0.42
19850219,-0.26,-0.29,-0.1,-0.08,-0.16,-0.03
19850220,0.44,0.14,0.1,0.03,0.11,-0.1
19850221,-0.3,-0.42,-0.33,-0.79,-0.5,-0.5
19850222,-0.31,-0.37,-0.37,-0.56,-0.28,-0.31
19850225,-1.38,-0.6,-0.63,-0.5,-0.05,0.07
19850226,0.22,0.49,0.5,1.03,0.96,0.92
19850227,-0.06,0.02,0,-0.27,-0.24,-0.11
19850228,0.21,0.14,0.17,-0.03,0.29,0.38
19850301,1,0.97,0.82,0.79,0.88,1.46
19850304,-0.35,-0.16,0.11,-0.67,-0.69,-0.45
19850305,-0.09,0.04,0.04,-0.32,0.25,0.15
19850306,-0.73,-0.35,-0.22,-0.89,-0.73,-0.95
19850307,-0.58,-0.36,-0.37,-0.43,-0.52,-0.73
19850308,-0.3,-0.25,-0.13,-0.08,-0.23,-0.36
19850311,-0.68,-0.33,-0.41,-0.36,-0.22,-0.06
19850312,-0.08,-0.09,-0.1,0.17,0.34,0.61
19850313,-1.2,-0.8,-0.7,-0.81,-0.8,-0.9
19850314,-0.18,-0.04,-0.02,-0.21,-0.19,-0.09
19850315,0.11,0.1,-0.15,-0.54,-0.6,-0.52
19850318,-0.57,-0.62,-0.42,-0.3,0.23,-0.14
19850319,0.57,0.45,0.35,1.58,1.41,1.36
19850320,-0.37,-0.11,-0.02,0.14,-0.12,-0.35
19850321,0.08,0.06,0.17,0.43,0.11,0.17
19850322,-0.29,-0.14,-0.25,-0.04,-0.16,-0.25
19850325,-0.89,-0.61,-0.74,-0.97,-0.37,-0.48
19850326,-0.16,0.08,0.02,0.2,0.25,0.28
19850327,0.56,0.5,0.38,0.88,0.75,0.45
19850328,0.16,0.31,0.2,0.14,0.13,0.08
19850329,0.41,0.53,0.35,1,0.67,0.47
19850401,-0.03,0.28,0.17,0.43,0.25,0.41
19850402,-0.33,-0.19,-0.02,-0.47,-0.31,-0.49
19850403,-0.83,-0.45,-0.41,-0.77,-0.65,-0.79
19850404,0.02,-0.28,-0.07,-0.16,-0.1,0.07
19850408,-0.32,-0.32,-0.01,-0.66,-0.32,-0.55
19850409,-0.19,0.02,-0.03,0.13,-0.06,0.27
19850410,0.56,0.48,0.61,0.79,0.5,0.68
19850411,0.4,0.28,0.41,0.51,0.41,0.44
19850412,0.05,0.06,0.09,0.32,0.2,0.11
19850415,0.03,0.16,0.17,0.24,0.24,0.28
19850416,-0.06,0.16,0.3,0.03,0.19,0.26
19850417,0.41,0.25,0.26,0.07,0.07,0.48
19850418,-0.27,-0.23,0.1,-0.59,-0.42,-0.54
19850419,0,-0.17,0.09,0.05,0.12,0.21
19850422,-0.49,-0.24,-0.13,-0.25,-0.29,-0.26
19850423,0.25,0.1,0.16,0.67,0.86,0.51
19850424,-0.13,0.2,0.08,0.49,0.24,0.03
19850425,0.23,0.13,0.33,0.97,0.42,0.62
19850426,-0.23,-0.14,-0.06,-0.67,-0.45,-0.74
19850429,-0.64,-0.63,-0.57,-1.08,-0.55,-0.95
19850430,-0.48,-0.49,-0.53,-0.66,-0.29,-0.6
19850501,-0.31,-0.19,-0.29,-0.82,-0.58,-0.73
19850502,-0.16,-0.2,-0.29,0.65,0.35,0.04
19850503,0.38,0.18,0.4,0.81,0.76,0.56
19850506,-0.13,0.13,0.13,0.05,0.06,0.15
19850507,0.08,0.21,0.39,0.47,0.53,0.43
